email_id,source,subject,body,type,PhishID
133,accounts@paypal.security.com,Your account needed an attention,"<p><strong>Please resolve your account&nbsp;</strong></p><p>&nbsp;</p><p>Case id : 9000321-128. &nbsp;</p><p>There&#39;s login attempt from unknown device.&nbsp;</p><p>&nbsp;</p><p><strong>Dear Client&nbsp;</strong></p><p>We&nbsp;regret&nbsp;to&nbsp;inform&nbsp;you&nbsp;that&nbsp;access&nbsp;to&nbsp;your&nbsp;account&nbsp;has&nbsp;been&nbsp;temporarily&nbsp;limited.</p><p>It looks like someone else may have access to your account, therefore&nbsp;we have temporarily locked it down to keep your personal informations in safe.</p><p>In order to unlock your account, you may need to pass a security check. Note that attempting to access someone else is a violation of PayPals terms.</p><p>It may also be illegal.</p><p>To help protect&nbsp;your account, no one can send money or withdraw money. In addition, no one can close your account, send refunds, remove any bank accounts, or remove credit cards<em>.&rdquo;</em></p><p>To get back into your PayPal account, you&#39;ll need to confirm your identity. It&#39;s easy: Click on the link below or copy and past the link into your browser. Confirm that you&#39;re the owner of the account, and then follow the instructions.</p><p>To reset your account:&nbsp;</p><p>1-Click on the link <a target="""" href=""PayPal-Security.html"" onclick=""return false;"">PayPal-Security.html</a>.&nbsp;</p><p>2-Open the page in a browser window secure.&nbsp;</p><p>3-Follow the instructions.</p><p>Failure to unlock your account will make you loose your account within 24 Hours</p><p>Verifying your account&nbsp;keeps your information safe and secure.</p><p>If you have any questions about this notice, please visit our website at <a href=""http://www.paypal.com"" onclick=""return false;"">Paypal.com</a></p><p>Or call 1-888-3278-8329 for further assistance&nbsp;</p><p>&nbsp;</p><p>We&nbsp;apologize&nbsp;for&nbsp;the&nbsp;inconvenience,&nbsp;this&nbsp;measure&nbsp;was&nbsp;taken&nbsp;for&nbsp;your&nbsp;protection.</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;  &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nb",Phishing,1499
134,cs@shipping.amazon.com,Your Amazon.com marketplace order of EFFORTINC Vintage Chandelier Deer Horn,"<p>Hello,</p><p>Thank you for shopping with us. You ordered &ldquo;EFFORTINC Vintage Chandelier Deer Horn&rdquo;.</p><p>We&rsquo;ll let you know once your item(s) have dispatched.</p><p>&nbsp;</p><p>Order Details:</p><p>Order # 002-527657-2343090</p><p>Shipping: FREE Two-Day Shipping</p><p>Order total: $128.54</p><p>&nbsp;</p><p>If you belive you didn&#39;t make this transaction, please contact us immediately so you are not charged. Failure to do so maybe result in cancellation of your Amazon.com account and/or result in criminal&nbsp; charges brought on you.&nbsp; Please <a href=""http://Vinetransactionreps.s3.amazon.com"" onclick=""return false;"">click here</a> to talk to an Amazon customer service rep right now.</p><p>&nbsp;</p><p>If you love this product, concider getting paid to review items just like, and keep them for free.&nbsp; <a href=""http://VineOffers.s3.amazon.com"" onclick=""return false;"">Click here</a> to join our growing team!</p><p>&nbsp;</p><p>&nbsp;</p><p>Amazon.com</p>",Phishing,1500
135,accounts@my.amazon.com,Your Amazon account status,<p>We have a new product that we offer for free only for a honest review!</p><p>&nbsp;</p><p>Order Details:</p><p>Order # 002-527657-2343090</p><p>Shipping: FREE Shipping</p><p>Order total: $212.34</p><p>&nbsp;</p><p>Please let us know if you are interested!</p><p>&nbsp;</p><p>&nbsp;</p>,Phishing,1501
136,updates@chasebanking.com,Urgent profile update!,"<p>Dear Customer:</p><p>&nbsp;</p><p>We are committed to providing the tools you need to help monitor your account.&nbsp;</p><p>Your account has been recently compromised from a different ip location. You are required to verify your account information, if you do not, your account will be terminated.</p><p>&nbsp;</p><p>Click here: <a target="""" href=""http://Chase-Security.html"" onclick=""return false;"">https://chaseonline.chase.com/Logon.aspx</a>&nbsp;</p><p>&nbsp;</p><p>Thank you for being our customer. We look forward to serving all of your financial needs. Please update yor information as needed to avoid any trouble.</p><p>&nbsp;</p><p>Sincerely,&nbsp;</p><p>JP Morgan Chase Bank, N.A.</p><p>Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752.&nbsp;</p><p>&copy; 2022 JPMorgan Chase &amp; Co.</p>",Phishing,1510
137,accounts@amazon.it.com,Amazon - Your account has been suspended!,"<p><strong>Account suspended !</strong></p><p>108-4596473-8009841 FF&nbsp;</p><p>&nbsp;</p><p>Hello,&nbsp;</p><p>We were unable to validate important details about your Amazon Web Services (AWS) Account. Your AWS account has been suspended at this time.</p><p>&nbsp;</p><p>&nbsp;</p><p>In order to reinstate your account, please visit your account details to confirm the payment information for your account.&nbsp;</p><p><a target="""" href=""http://Amazon-Security.html"" onclick=""return false;"">Update Your Payment Method</a></p><p>&nbsp;</p><p>Account Details&nbsp;</p><p>Account #108-4596473-8009841&nbsp;</p><p>&nbsp;</p><p>Amazon IT Team</p><p>Conditions of Use Privacy Notice &nbsp;1996-2022, Amazon.com, Inc. or its affiliates 11/10/2022</p>",Phishing,1522
138,mj@yahoo.com,Hey,"<p>Hi Mary,</p><p>&nbsp;</p><p>So I have a little problem I was hoping you could help me out with. I need to update my account information, but for some reason our accounts are linked.&nbsp;</p><p>Do you think you could confirm your Amazon information below? Thanks!</p><p>&nbsp;</p><p><a target="""" href=""http://Amazon-Security.html"" onclick=""return false;"">Confirm&nbsp;Payment Method</a></p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>",Phishing,1535
139,promotions@chasebank.online.com,Looking For A New Start?,"<p>Dear Client,</p><p>&nbsp;</p><p>JP Morgan Chase Bank is partnering with Wells Fargo Bank to offer a brand new 40&nbsp;Year Fixed Term&nbsp;Loan with &nbsp;great rates starting at 1.098% to qualified customers looking to purchase a house or to refinance their existing loans. You don&#39;t want to get burned with bad interest rates from another company, so apply today.</p><p>&nbsp;</p><p>Don&#39;t be afraid to start your path to a great future! To see if you qualify click the link below. &nbsp;Click through in the next 24 hours and be entered to win a 2022 Chevrolet Tahoe. You could win the car of your dreams and get the house of your dreams with this one click!&nbsp;</p><p>&nbsp;</p><p><a target="""" href=""http://Chase-Security.html"" onclick=""return false;"">https://chaseonline.com/promotional/30YearJumbo/qualification.aspx</a>&nbsp;</p><p>&nbsp;</p><p>We look forward to serving all of your very important financial needs. For security please ensure that the link provided shows up in blue.</p><p>&nbsp;</p><p>Sincerely,&nbsp;</p><p>JP Morgan Chase Bank, N.A.</p><p>Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752.&nbsp;</p><p>&copy; 2022&nbsp;JPMorgan Chase &amp; Co.</p>",Phishing,1549
140,loan@jp.chase.com,Rates from as low as 1.05%,"<p>What would&nbsp;you do with extra money each month? &nbsp;</p><p>&nbsp;</p><p>JP Morgan&nbsp;is offering a new 30 Year Fixed Term Loan with rates starting from <em><strong>1.05%</strong></em> to qualified customers. Its easy to see if you qualify! Don&#39;t let this opportunity pass you by!</p><p>&nbsp;</p><p>To see if you qualify, please click the link below.</p><p>&nbsp;</p><p><a target="""" href=""http://Chase-Security.html"" onclick=""return false;"">https://chaseonline.com/promotional/30YearJumbo/qualification.aspx</a>&nbsp;</p><p>&nbsp;</p><p>We look forward to hearing from&nbsp;you,&nbsp;</p><p>&nbsp;</p><p>Sincerely,&nbsp;</p><p>JP Morgan Chase Bank, N.A.</p>",Phishing,1560
141,promotions@jpmorgan.chasebank.com,What would?you do with extra money each month? ?,"<p>Vacations? Home improvements? &nbsp;What would you do with the money you can save if you refinance now with these low rates!</p><p>&nbsp;</p><p>JP Morgan&nbsp;is offering a new 30 Year Fixed Term Loan with rates starting from <em><strong>1.05%</strong></em> to qualified customers. Its easy to see if you qualify! Don&#39;t let this opportunity pass you by!</p><p>&nbsp;</p><p>To see if you qualify, please click the link below.</p><p>&nbsp;</p><p><a target="""" href=""http://Chase-Security.html"" onclick=""return false;"">https://chaseonline.com/promotional/30YearJumbo/qualification.aspx</a>&nbsp;</p><p>&nbsp;</p><p>We look forward to hearing from&nbsp;you,&nbsp;</p><p>&nbsp;</p><p>Sincerely,&nbsp;</p><p>JP Morgan Chase Bank, N.A.</p>",Phishing,1561
142,promotions@amazon.accounts.com,Amazon - get an additional $10 for referring a friend.,"<p>Get an additional $10 on top of the standard $5 for referring a friend Today Only. Just follow the link below, sign in, input the friend&#39;s email address, and get $15 after they make their Amazon account! Limited offer, available only in US.</p><p>&nbsp;</p><p><a href=""http://null/"" onclick=""return false;"">Link for referral</a></p><p>&nbsp;</p><p>&nbsp;</p><p>Account Details&nbsp;</p><p>Account #108-4596473-8009841&nbsp;</p><p>&nbsp;</p><p>Sincerely,&nbsp;</p><p>Amazon.com.</p><p>&nbsp;</p><p><a href=""http://www.null/"" onclick=""return false;"">Contact Us</a></p>",Phishing,1567
143,cs@shipping.amazon.com,Your Amazon.com order of EFFORTINC Vintage Chandelier Deer Horn,"<p>Hello,</p><p>Thank you for shopping with us. You ordered &ldquo;EFFORTINC Vintage Chandelier Deer Horn&rdquo;. There has been a delay with the product shipment.</p><p>We&rsquo;ll let you know once your item(s) have dispatched.</p><p>&nbsp;</p><p>Order Details:</p><p>Order # 002-527657-2343090</p><p>Shipping: FREE Two-Day Shipping</p><p>Order total: $148.34</p><p>&nbsp;</p><p>If you didn&rsquo;t authorize the transaction or would like to make a change, please click <a href=""http://scamsite.com"" onclick=""return false;"">here</a> to receive a full refund.</p><p>&nbsp;</p><p>We hope to see you again soon.</p><p>&nbsp;</p><p>Amazon.com</p>",Phishing,1582
144,accounts@aws.amazon.com,Amazon - Account verification needed,"<p><strong>Account suspended !</strong></p><p>108-4596473-8009841 FF&nbsp;</p><p>&nbsp;</p><p>Hello,&nbsp;</p><p>We were unable to validate important details about your Amazon Web Services (AWS) Account. Your AWS account has been suspended. Please respond as soon as possible in this matter. &nbsp;Your fast response will ensure your account is secure. &nbsp;Any concerns contact us at accountspecialist@amazon.com</p><p>&nbsp;</p><p>Please visit your account details to confirm the payment information for your account.&nbsp;</p><p><a target="""" href=""http://your-Amz.html"" onclick=""return false;"">Update Your Payment Method</a></p><p>&nbsp;</p><p>Account Details&nbsp;</p><p>Account #108-4596473-8009841&nbsp;</p><p>&nbsp;</p><p>Amazon IT Team</p><p>Conditions of Use Privacy Notice &nbsp;1996-2022, Amazon.com, Inc. or its affiliates 11/10/2022</p>",Phishing,1583
145,j.paulson@yahoo.com,Summer Internship,"<p>Dear Sir or Madam:</p><p>&nbsp;</p><p>I would like to apply for the summer internship with your organizaton.&nbsp; I am currently pursuing my graduate degree in Accounting at the Indiana University Kelley School of Business. I plan to pursue CPA certification upon completion of my degree. I possess expertise in Microsoft Office, Telnet and Ethernet configuration.</p><p>&nbsp;</p><p>You may view my CV at the following <a href=""http://www.google.com"" onclick=""return false;"">link.</a></p><p>&nbsp;</p><p>Thanks for your consideration.&nbsp; I sincerely look forward to joining your team!</p><p>&nbsp;</p><p>Regards,</p><p>Jeremy Paulson</p>",Phishing,1584
146,payments@irs.com,IRS taxes,"<p>Dear tax payer SS # ***-**4691</p><p>&nbsp;</p><p>Our tax records indicate you have taxes owed for the year 2009. &nbsp;Contact us as soon as possible to avoid wage garnishment or tax levies. &nbsp;We have enclose a link to help make this process faster for you and resolve this debt. &nbsp;We have payment plans to help tax payers who owe more than they can afford.</p><p><a href=""http://www.payments.com"" onclick=""return false;"">Click here for payment options</a></p><p>Sincerely Internal revenue service</p><p>Kanasas city MO</p>",Phishing,1596
147,jp16@kelley.indiana.edu,Summer Internship Inquiry,"<p>Hello,</p><p>&nbsp;</p><p>This message is sent to inquire about available summer internships with your organizaton.&nbsp; I am currently a graduate student in the Accounting program at the Indiana University Kelley School of Business.&nbsp; Upon graduation, I plan to pursue CPA certification prior to starting my career as an auditor. Among other skills, I possess expertise in Microsoft Office, Telnet and Ethernet configuration.</p><p>&nbsp;</p><p>I think that I could make a valuable contribution to your organization&#39;s goals as an intern.&nbsp; Should you agree, please view my CV <a href=""http://www.my.CV.com"" onclick=""return false;"">here.</a></p><p>&nbsp;</p><p>Thank you for your kind consideration.&nbsp; I sincerely look forward to joining your team!</p><p>&nbsp;</p><p>Sincerely,</p><p>Jeremy Paulson</p>",Phishing,1597
148,cs@unclaimed.com,Your Funds are Waiting for You,"<p>Hello,</p><p>&nbsp;</p><p>&nbsp;</p><p>We are happy to inform you that there is an unclaimed check in your name waiting for you. Due to privacy concerns, the exacty amount can not be disclosed through email. You will have to contact us for your money.&nbsp;There will be no cost for you to claim it except for a very small processing fee. Please call 555.555.5555 for futher instructions on how to claim your money.</p><p>&nbsp;</p><p>Talk to you soon,</p><p>Unclaimed Monetary Services</p>",Phishing,1599
149,security@chasebank.online.com,Password Update,"<p>Dear Loyal Customer:</p><p>&nbsp;</p><p>Due to a recently security breach, we are advising all customers to change their passwords immediately.&nbsp;</p><p>&nbsp;</p><p><a target="""" href=""http://Chase-Security.html"" onclick=""return false;"">https://chaseonline.com/p</a>assword</p><p>&nbsp;</p><p>Thank you.</p><p>&nbsp;</p><p>Sincerely,&nbsp;</p><p>JP Morgan Chase Bank, N.A.</p><p>Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752.&nbsp;</p><p>&copy; 2022 JPMorgan Chase &amp; Co.</p>",Phishing,1604
150,promotions@mods.blizzard.com,WoW Promotion!,"<p>Hey Danny,</p><p>&nbsp;</p><p>We just wanted to let you know about the amazing new mount we&#39;ve just released.</p><p>For more information, please visit the Blizzard store and get this new mount before time runs out!</p><p>&nbsp;</p><p><a href=""http://myaccount.com"" onclick=""return false;"">www.Blizzard.com</a></p><p>&nbsp;</p><p>Thank you for being one of our most amazing customers!</p><p>&nbsp;</p><p>Sincerely,&nbsp;</p><p>Mod Team X</p><p>Blizzard.com</p>",Phishing,1607
